F S   UID     PID    PPID  C PRI  NI ADDR SZ WCHAN  TTY          TIME CMD
1 I     0    5043       2  0  60 -20 -     0 -      ?        00:00:00 kworker/u519:0
1 I     0    5064       2  0  80   0 -     0 -      ?        00:00:00 kworker/u515:2-flush-8:0
0 S  1000    5069    3110  0  80   0 -  2417 -      ?        00:00:00 ssh-agent
1 I     0    5118       2  0  60 -20 -     0 -      ?        00:00:00 kworker/u521:2-ttm
1 I     0    5119       2  0  60 -20 -     0 -      ?        00:00:00 kworker/u518:0-ttm
1 I     0    5120       2  0  60 -20 -     0 -      ?        00:00:00 kworker/u518:1-ttm
1 I     0    5132       2  0  80   0 -     0 -      ?        00:00:00 kworker/3:1-cgroup_destroy
0 R  1000    5294    4914 99  80   0 -   653 -      pts/1    00:00:01 pa.exe
1 Z  1000    5295    5294  0  80   0 -     0 -      pts/1    00:00:00 pa.exe
1 I     0    5300       2  0  80   0 -     0 -      ?        00:00:00 kworker/0:0-cgroup_destroy
0 R  1000    5301    4312 99  80   0 -  2831 -      pts/0    00:00:00 ps
0 S  1000    5302    4312  0  80   0 -  2090 pipe_r pts/0    00:00:00 tee
