Linux 6.11.0-14-generic (osboxes) 	02/20/2025 	_x86_64_	(4 CPU)
09:01:47 PM  1000      6150      1.00      0.00  tee

09:01:47 PM   UID       PID   cswch/s nvcswch/s  Command
09:01:48 PM     0        17      2.00      0.00  rcu_preempt
09:01:48 PM     0        53      2.00      0.00  kcompactd0
09:01:48 PM     0       476      3.00      0.00  irq/16-vmwgfx
09:01:48 PM     0      1169      9.00      0.00  vmtoolsd
09:01:48 PM     0      1562      1.00      0.00  NetworkManager
09:01:48 PM  1000      2804      9.00      2.00  gnome-shell
09:01:48 PM  1000      3035     10.00      0.00  vmtoolsd
09:01:48 PM  1000      3928      9.00      0.00  gnome-terminal-
09:01:48 PM     0      5073      4.00      0.00  kworker/1:0-events
09:01:48 PM     0      5823      2.00      0.00  kworker/0:1-events
09:01:48 PM     0      5886      5.00      0.00  kworker/2:2-events
09:01:48 PM     0      6044      3.00      0.00  kworker/u515:0-events_unbound
09:01:48 PM     0      6135      2.00      0.00  kworker/u514:2-events_unbound
09:01:48 PM  1000      6149      1.00      0.00  pidstat
09:01:48 PM  1000      6150      1.00      0.00  tee

09:01:48 PM   UID       PID   cswch/s nvcswch/s  Command
09:01:49 PM     0        17      2.00      0.00  rcu_preempt
09:01:49 PM     0        53      2.00      0.00  kcompactd0
09:01:49 PM     0       476      3.00      0.00  irq/16-vmwgfx
09:01:49 PM   990      1162      1.00      0.00  systemd-oomd
09:01:49 PM     0      1169     11.00      0.00  vmtoolsd
09:01:49 PM     0      1562      1.00      0.00  NetworkManager
09:01:49 PM  1000      2804      9.00      0.00  gnome-shell
09:01:49 PM  1000      3035     10.00      0.00  vmtoolsd
09:01:49 PM  1000      3928      9.00      0.00  gnome-terminal-
09:01:49 PM     0      5073      8.00      0.00  kworker/1:0-events
09:01:49 PM     0      5823      1.00      0.00  kworker/0:1-events
09:01:49 PM     0      5886      2.00      0.00  kworker/2:2-mpt_poll_0
09:01:49 PM     0      6044      5.00      0.00  kworker/u515:0-events_unbound
09:01:49 PM     0      6135      1.00      0.00  kworker/u514:2-events_unbound
09:01:49 PM  1000      6149      1.00      0.00  pidstat
09:01:49 PM  1000      6150      1.00      0.00  tee

09:01:49 PM   UID       PID   cswch/s nvcswch/s  Command
09:01:50 PM     0        17      5.00      0.00  rcu_preempt
09:01:50 PM     0        53      2.00      0.00  kcompactd0
09:01:50 PM     0       356      3.00      0.00  jbd2/sda2-8
09:01:50 PM     0       476      2.00      0.00  irq/16-vmwgfx
09:01:50 PM   990      1162      1.00      0.00  systemd-oomd
09:01:50 PM     0      1169     10.00      0.00  vmtoolsd
09:01:50 PM     0      1562      1.00      0.00  NetworkManager
09:01:50 PM  1000      2804      6.00      0.00  gnome-shell
09:01:50 PM  1000      2903      1.00      0.00  gsd-color
09:01:50 PM  1000      3035     11.00      0.00  vmtoolsd
09:01:50 PM  1000      3928      6.00      0.00  gnome-terminal-
09:01:50 PM     0      5073      4.00      0.00  kworker/1:0-events
09:01:50 PM     0      5419      4.00      0.00  kworker/u515:3-ext4-rsv-conversion
09:01:50 PM     0      5823      2.00      0.00  kworker/0:1-events
09:01:50 PM     0      5886      4.00      0.00  kworker/2:2-events
09:01:50 PM     0      6044      3.00      0.00  kworker/u515:0-events_power_efficient
09:01:50 PM     0      6135      2.00      0.00  kworker/u514:2-events_unbound
09:01:50 PM  1000      6149      1.00      0.00  pidstat
09:01:50 PM  1000      6150      1.00      0.00  tee
