Linux 6.11.0-14-generic (osboxes) 	02/20/2025 	_x86_64_	(4 CPU)
11:43:11 PM     0      6491     11.00      0.00  kworker/3:3-mm_percpu_wq
11:43:11 PM     0      6590     14.00     14.00  kworker/u516:2-events_unbound
11:43:11 PM     0      6677      3.00      0.00  kworker/1:0-events
11:43:11 PM     0      6700      1.00      0.00  kworker/2:0-mm_percpu_wq
11:43:11 PM     0      6728      4.00      3.00  kworker/u514:2-events_unbound
11:43:11 PM     0      6792      5.00      0.00  kworker/u514:3-events_unbound
11:43:11 PM  1000      7136      1.00      1.00  pidstat
11:43:11 PM  1000      7137      1.00      0.00  tee
11:43:11 PM     0      7165     24.00      8.00  apt-check

11:43:11 PM   UID       PID   cswch/s nvcswch/s  Command
11:43:12 PM     0        17     22.00      0.00  rcu_preempt
11:43:12 PM     0        20      1.00      0.00  migration/0
11:43:12 PM     0        25      1.00      0.00  migration/1
11:43:12 PM     0        31      1.00      0.00  migration/2
11:43:12 PM     0        37      1.00      0.00  migration/3
11:43:12 PM     0        53      2.00      0.00  kcompactd0
11:43:12 PM     0       356      3.00      0.00  jbd2/sda2-8
11:43:12 PM     0       476      3.00      0.00  irq/16-vmwgfx
11:43:12 PM   990      1162      1.00      0.00  systemd-oomd
11:43:12 PM     0      1169     11.00      0.00  vmtoolsd
11:43:12 PM     0      1563      1.00      0.00  wpa_supplicant
11:43:12 PM  1000      2804    149.00      6.00  gnome-shell
11:43:12 PM  1000      2901      6.00      0.00  ibus-daemon
11:43:12 PM  1000      3035     10.00      0.00  vmtoolsd
11:43:12 PM  1000      3246      1.00      0.00  ibus-engine-sim
11:43:12 PM  1000      3335      1.00      0.00  Xwayland
11:43:12 PM  1000      3928     54.00     16.00  gnome-terminal-
11:43:12 PM     0      5823     10.00      0.00  kworker/0:1-events
11:43:12 PM     0      6142      1.00      0.00  kworker/u513:3-flush-8:0
11:43:12 PM     0      6266      2.00      1.00  kworker/u513:0-flush-8:0
11:43:12 PM     0      6491      1.00      0.00  kworker/3:3-mm_percpu_wq
11:43:12 PM     0      6590     45.00     45.00  kworker/u516:2-events_unbound
11:43:12 PM     0      6677      2.00      0.00  kworker/1:0-mm_percpu_wq
11:43:12 PM     0      6700      2.00      0.00  kworker/2:0-events
11:43:12 PM     0      6801      1.00      0.00  kworker/u515:1-events_unbound
11:43:12 PM     0      7076      1.00      0.00  packagekitd
11:43:12 PM     0      7091      1.00      0.00  kworker/u513:1
11:43:12 PM  1000      7136      1.00      4.00  pidstat
11:43:12 PM  1000      7137      1.00      0.00  tee
11:43:12 PM     0      7165     24.00      9.00  apt-check

11:43:12 PM   UID       PID   cswch/s nvcswch/s  Command
11:43:13 PM     0        16      1.00      0.00  ksoftirqd/0
11:43:13 PM     0        17      7.00      0.00  rcu_preempt
11:43:13 PM     0        53      2.00      0.00  kcompactd0
11:43:13 PM     0       476     34.00      0.00  irq/16-vmwgfx
11:43:13 PM   990      1162      1.00      0.00  systemd-oomd
11:43:13 PM     0      1169     11.00      0.00  vmtoolsd
11:43:13 PM  1000      2519      2.00      1.00  dbus-daemon
11:43:13 PM  1000      2804    223.00     29.00  gnome-shell
11:43:13 PM  1000      2901     94.00      7.00  ibus-daemon
11:43:13 PM  1000      3035     13.00      0.00  vmtoolsd
11:43:13 PM  1000      3123     18.00      1.00  ibus-extension-
11:43:13 PM  1000      3246     34.00      4.00  ibus-engine-sim
11:43:13 PM  1000      3335      1.00      0.00  Xwayland
11:43:13 PM  1000      3928     79.00     15.00  gnome-terminal-
11:43:13 PM     0      5823      6.00      0.00  kworker/0:1-events
11:43:13 PM     0      6266      3.00      0.00  kworker/u513:0-events_freezable_pwr_efficient
11:43:13 PM     0      6491     13.00      0.00  kworker/3:3-events
11:43:13 PM     0      6590     71.00     76.00  kworker/u516:2-events_unbound
11:43:13 PM     0      6677      1.00      0.00  kworker/1:0-events
11:43:13 PM     0      6700      1.00      0.00  kworker/2:0-mm_percpu_wq
11:43:13 PM     0      6728      6.00      0.00  kworker/u514:2-events_unbound
11:43:13 PM     0      6792      6.00      5.00  kworker/u514:3-events_unbound
11:43:13 PM  1000      7136      1.00      0.00  pidstat
11:43:13 PM  1000      7137      1.00      0.00  tee
11:43:13 PM     0      7165     32.00      5.00  apt-check

11:43:13 PM   UID       PID   cswch/s nvcswch/s  Command
11:43:14 PM     0        16      2.00      0.00  ksoftirqd/0
11:43:14 PM     0        17     41.00      0.00  rcu_preempt
11:43:14 PM     0        53      2.00      0.00  kcompactd0
11:43:14 PM     0       476     21.00      0.00  irq/16-vmwgfx
11:43:14 PM     0      1169     14.00      0.00  vmtoolsd
11:43:14 PM  1000      2519      2.00      0.00  dbus-daemon
11:43:14 PM  1000      2804    170.00     67.00  gnome-shell
11:43:14 PM  1000      2901     88.00      4.00  ibus-daemon
11:43:14 PM  1000      3035     10.00      0.00  vmtoolsd
11:43:14 PM  1000      3123     57.00      2.00  ibus-extension-
11:43:14 PM  1000      3246     16.00      0.00  ibus-engine-sim
11:43:14 PM  1000      3335      4.00      0.00  Xwayland
11:43:14 PM  1000      3762      2.00      0.00  gjs
11:43:14 PM  1000      3928     53.00      7.00  gnome-terminal-
11:43:14 PM     0      5823      9.00      0.00  kworker/0:1-mm_percpu_wq
11:43:14 PM     0      6491      1.00      0.00  kworker/3:3-mm_percpu_wq
11:43:14 PM     0      6544     35.00     32.00  kworker/u516:3-events_unbound
11:43:14 PM     0      6590     27.00     27.00  kworker/u516:2-events_power_efficient
11:43:14 PM     0      6677      1.00      0.00  kworker/1:0-mm_percpu_wq
11:43:14 PM     0      6700      1.00      0.00  kworker/2:0-mm_percpu_wq
11:43:14 PM     0      6792      1.00      0.00  kworker/u514:3-writeback
11:43:14 PM     0      6801      3.00      0.00  kworker/u515:1-ext4-rsv-conversion
11:43:14 PM  1000      7136      1.00      1.00  pidstat
11:43:14 PM  1000      7137      1.00      0.00  tee
11:43:14 PM     0      7165     57.00      6.00  apt-check
