Linux 6.11.0-14-generic (osboxes) 	02/20/2025 	_x86_64_	(4 CPU)
09:09:17 PM     0       707      1.00      0.00  irq/57-vmw_vmci
09:09:17 PM     0       709      2.00      0.00  irq/59-vmw_vmci
09:09:17 PM     0      1169     11.00      0.00  vmtoolsd
09:09:17 PM  1000      2804     68.00     19.00  gnome-shell
09:09:17 PM  1000      2901     66.00      0.00  ibus-daemon
09:09:17 PM  1000      3035     62.00     20.00  vmtoolsd
09:09:17 PM  1000      3123      5.00      0.00  ibus-extension-
09:09:17 PM  1000      3246     16.00      0.00  ibus-engine-sim
09:09:17 PM  1000      3335     59.00     20.00  Xwayland
09:09:17 PM  1000      3762      1.00      1.00  gjs
09:09:17 PM  1000      3928      4.00      0.00  gnome-terminal-
09:09:17 PM     0      5073     11.00      0.00  kworker/1:0-events
09:09:17 PM     0      5817      1.00      0.00  kworker/u516:2-events_unbound
09:09:17 PM     0      5823      1.00      0.00  kworker/0:1-events
09:09:17 PM     0      5886      1.00      0.00  kworker/2:2-events
09:09:17 PM     0      5916      8.00      0.00  kworker/3:0-mm_percpu_wq
09:09:17 PM  1000      5928     89.00      0.00  gnome-text-edit
09:09:17 PM     0      5993      1.00      0.00  kworker/u514:3-flush-8:0
09:09:17 PM     0      6135      1.00      0.00  kworker/u514:2-flush-8:0
09:09:17 PM     0      6142      6.00      3.00  kworker/u513:3-events_unbound
09:09:17 PM  1000      6193      1.00      0.00  pidstat
09:09:17 PM  1000      6194      1.00      0.00  tee

09:09:17 PM   UID       PID   cswch/s nvcswch/s  Command
09:09:18 PM     0        17     75.00      0.00  rcu_preempt
09:09:18 PM     0        26      2.00      0.00  ksoftirqd/1
09:09:18 PM     0        53      2.00      0.00  kcompactd0
09:09:18 PM     0       356      3.00      0.00  jbd2/sda2-8
09:09:18 PM     0       476     40.00      0.00  irq/16-vmwgfx
09:09:18 PM   990      1162      1.00      0.00  systemd-oomd
09:09:18 PM     0      1169     11.00      0.00  vmtoolsd
09:09:18 PM  1000      2804    400.00     12.00  gnome-shell
09:09:18 PM  1000      3035     28.00      0.00  vmtoolsd
09:09:18 PM  1000      3762     20.00      3.00  gjs
09:09:18 PM  1000      3928     32.00      7.00  gnome-terminal-
09:09:18 PM     0      4232      1.00      0.00  kworker/2:1H-kblockd
09:09:18 PM     0      5073      6.00      0.00  kworker/1:0-events
09:09:18 PM     0      5804     34.00      7.00  kworker/u515:1-events_unbound
09:09:18 PM     0      5817      1.00      0.00  kworker/u516:2-events_unbound
09:09:18 PM     0      5823      2.00      0.00  kworker/0:1-events
09:09:18 PM     0      5886      6.00      0.00  kworker/2:2-mm_percpu_wq
09:09:18 PM     0      5916      2.00      0.00  kworker/3:0-mm_percpu_wq
09:09:18 PM  1000      5928    175.00      1.00  gnome-text-edit
09:09:18 PM     0      5993     24.00     12.00  kworker/u514:3-events_unbound
09:09:18 PM     0      6142     28.00      5.00  kworker/u513:3-events_unbound
09:09:18 PM  1000      6193      1.00      1.00  pidstat
09:09:18 PM  1000      6194      1.00      0.00  tee
